"","airline","hour","Date","X","Sentiment","word1","freq1","word2","freq2","word3","freq3","DEP_DELAY","DEP_DELAY_GROUP","ARR_DELAY","DISTANCE","AIR_TIME","MONTH","DAY_OF_MONTH","DAY_OF_WEEK"
"628","AA",12,2016-06-14,1051,0.26350365,"two",2,"ameri",1,"back",1,16.66666667,0.385964912,19.22807018,1086.438596,145.5789474,6,14,2
"629","AA",12,2016-06-15,1052,0.299435028,"ywls",25,"americanfaillines",21,"benshapiro",15,12.55172414,0.275862069,9.844827586,1108.931034,144.8103448,6,15,3
"630","AA",12,2016-06-16,1053,0.329475983,"please",25,"air",19,"sorry",17,8.288135593,0,4.644067797,1167.322034,151.3559322,6,16,4
"631","AA",12,2016-06-17,1054,0.350239234,"please",16,"know",14,"airport",13,10.21666667,0.183333333,6.661016949,1135.616667,149.8983051,6,17,5
"632","AA",12,2016-06-18,1055,0.3290625,"get",18,"customer",11,"thanks",11,10.46938776,0.102040816,5.673469388,1202.938776,157.0612245,6,18,6
"633","AA",12,2016-06-19,1056,0.404827586,"please",20,"sorry",12,"get",10,10.39344262,0.147540984,2.639344262,1209.655738,156.9344262,6,19,7
"634","AA",12,2016-06-21,1058,0.199537037,"get",17,"please",15,"well",15,10,0.08,5.66,1138.2,148.08,6,21,2
"635","AA",12,2016-06-22,1059,0.338106796,"get",20,"please",16,"help",13,20.35,0.683333333,14.46666667,1180.2,154.1666667,6,22,3
"636","AA",12,2016-06-23,1060,0.302472527,"please",16,"bag",13,"get",12,17.14285714,0.625,12.64285714,1135.285714,146.2321429,6,23,4
"637","AA",12,2016-06-24,1061,0.217989418,"avgeek",1,"check",1,"chrome",1,13.6984127,0.333333333,7.317460317,1155.428571,149.4444444,6,24,5
"638","AA",12,2016-06-25,1062,0.423928571,"please",17,"like",11,"help",8,12.20754717,0.396226415,4.283018868,1052.037736,137.5283019,6,25,6
"639","AA",12,2016-06-26,1063,0.324541284,"please",22,"get",17,"well",14,14.47368421,0.263157895,10.94642857,1149.596491,152.3035714,6,26,7
"640","AA",12,2016-06-27,1064,0.295641026,"please",16,"take",13,"get",12,11.77586207,0.25862069,8.25862069,1180.62069,155.8965517,6,27,1
"641","AA",12,2016-06-28,1065,0.42890625,"want",16,"please",15,"well",13,22.69090909,1.036363636,23.25454545,1161.981818,152.4,6,28,2
"642","AA",12,2016-06-29,1066,0.260619469,"sorry",25,"please",18,"well",16,7.41509434,-0.056603774,3.094339623,1071.679245,141.0566038,6,29,3
"643","AA",12,2016-07-01,1074,0.466546763,"airlines",1,"americanpampering",1,"class",1,16.5,0.5,15.35849057,1104.907407,149.1509434,7,1,5
"644","AA",12,2016-07-02,1085,0.255035971,"thats",2,"aurelioperez",1,"bitlyaabagtrack",1,8.833333333,0.0625,1.729166667,1161.8125,150.875,7,2,6
"645","AA",12,2016-07-04,1096,0.34966443,"just",2,"americanairlines",1,"arguing",1,21.03773585,0.867924528,17.80769231,1277.264151,165.3461538,7,4,1
"646","AA",12,2016-07-07,1097,0.2444,"aircraft",1,"americanview",1,"announced",1,5.368421053,-0.192982456,2.035087719,1160.298246,153,7,7,4
"647","AA",12,2016-07-08,1098,0.151935484,"ambassadors",1,"appreciate",1,"asked",1,6.925925926,-0.12962963,5.296296296,1149,151.5925926,7,8,5
"648","AA",12,2016-07-11,1076,0.493571429,"please",15,"get",10,"want",10,4.229508197,-0.344262295,-1.229508197,1101.114754,143.7704918,7,11,1
"649","AA",12,2016-07-12,1077,0.415969582,"alanahutch",1,"check",1,"cut",1,7.629032258,-0.048387097,3.278688525,1129.725806,150.147541,7,12,2
"650","AA",12,2016-07-13,1078,0.349074074,"please",15,"see",10,"great",9,10.50847458,0.033898305,9.525423729,1140.745763,149.8644068,7,13,3
"651","AA",12,2016-07-14,1079,0.23817734,"now",17,"please",17,"time",17,22.43103448,0.844827586,25.60344828,1206.258621,159.6896552,7,14,4
"652","AA",12,2016-07-15,1080,0.128317152,"baggage",1,"bitlyaabagtrack",1,"gate",1,62.32,3.26,62.24,1165.78,151.62,7,15,5
"653","AA",12,2016-07-16,1081,0.107096774,"ddegea",35,"get",14,"want",14,6.5625,-0.145833333,1.1875,1154.854167,151.0833333,7,16,6
"654","AA",12,2016-07-17,1082,0.143288591,"please",13,"get",11,"like",10,12.46774194,0.274193548,8.918032787,1157.016129,153.1311475,7,17,7
"655","AA",12,2016-07-18,1083,0.190123457,"said",2,"aacom",1,"able",1,9.3125,0.078125,8.209677419,1086.953125,145.3870968,7,18,1
"656","AA",12,2016-07-19,1084,0.325503356,"please",16,"well",14,"plane",10,18.93939394,0.575757576,16.25757576,1284.727273,166.3939394,7,19,2
"657","AA",12,2016-07-21,1086,0.158389262,"codyryle",29,"like",18,"team",17,13.91071429,0.428571429,16.16071429,1155.410714,151.8571429,7,21,4
"658","AA",12,2016-07-22,1087,0.208413462,"airplane",1,"ame",1,"americans",1,10.35,0.116666667,9.525423729,1220.4,159.9152542,7,22,5
"659","AA",12,2016-07-23,1088,0.391707317,"please",24,"just",16,"team",14,9.490566038,0.056603774,1.698113208,1026.773585,133.5283019,7,23,6
"660","AA",12,2016-07-24,1089,0.294146341,"please",22,"well",14,"get",12,6.125,-0.214285714,0.089285714,1186.767857,155.0714286,7,24,7
"661","AA",12,2016-07-25,1090,0.365263158,"get",18,"like",14,"way",14,13.24561404,0.333333333,13.36363636,1185.473684,155.8,7,25,1
"662","AA",12,2016-07-26,1091,0.387383178,"please",20,"want",16,"sorry",14,25.94444444,0.907407407,21.03703704,1163.981481,152.8888889,7,26,2
"663","AA",12,2016-07-27,1092,0.246540881,"please",17,"sorry",13,"hear",9,8.214285714,-0.053571429,13.26785714,1209.285714,157.0892857,7,27,3
"664","AA",12,2016-07-28,1093,0.189949749,"please",16,"get",15,"now",15,18.26829268,0.756097561,22.14634146,1254.04878,163.902439,7,28,4
"665","AA",12,2016-07-29,1094,0.047212544,"get",18,"please",17,"plane",15,18.6,0.727272727,17.38181818,1222.709091,157.3636364,7,29,5
"666","AA",12,2016-07-30,1095,0.144897959,"abusive",1,"chance",1,"dca",1,17.82222222,0.644444444,14.71111111,1104.044444,144.1111111,7,30,6
"667","AA",12,2016-10-01,914,0.371301775,"sorry",14,"please",11,"swiftiestevie",11,3.086206897,-0.362068966,-4.517241379,1141.155172,147.5,10,1,6
"668","AA",12,2016-10-02,924,0.333809524,"please",15,"today",10,"sorry",8,3.883333333,-0.3,-1.016666667,1055.583333,139.8833333,10,2,7
"669","AA",12,2016-10-03,934,0.24787234,"see",8,"sorry",7,"love",6,0.630769231,-0.476923077,-3.123076923,1124.569231,148.3538462,10,3,1
"670","AA",12,2016-10-04,936,0.225185185,"please",12,"travel",12,"get",8,3,-0.4375,-3.203125,1105.484375,142.140625,10,4,2
"671","AA",12,2016-10-05,937,0.274047619,"flights",21,"help",20,"hold",16,3.169491525,-0.338983051,-0.949152542,1108.135593,144.9830508,10,5,3
"672","AA",12,2016-10-06,938,0.454895105,"please",18,"help",10,"sorry",10,4.537037037,-0.240740741,3.537037037,1047.62963,141.7962963,10,6,4
"673","AA",12,2016-10-07,939,0.47327044,"team",15,"please",14,"get",13,3.127272727,-0.4,2.763636364,1094.018182,142.2,10,7,5
"674","AA",12,2016-10-08,940,0.425833333,"thanks",13,"please",9,"make",7,2.551020408,-0.448979592,0.571428571,1064.22449,139.8163265,10,8,6
"675","AA",12,2016-10-09,941,0.222807018,"thanks",13,"gate",10,"get",10,0.564516129,-0.612903226,-5.161290323,1100.83871,140.3064516,10,9,7
"676","AA",12,2016-10-11,915,0.435632184,"please",11,"thanks",8,"love",7,4.359375,-0.296875,-2.046875,1083.296875,139.84375,10,11,2
"677","AA",12,2016-10-12,916,0.451041667,"please",7,"thanks",7,"use",7,3.535714286,-0.357142857,-2.178571429,1158.714286,148.4285714,10,12,3
"678","AA",12,2016-10-13,917,0.391101695,"thanks",11,"please",9,"boarding",8,12.07936508,0.142857143,6.555555556,1081.666667,138.8253968,10,13,4
"679","AA",12,2016-10-14,918,0.334831461,"get",13,"help",7,"now",7,10.96491228,0.210526316,10.07017544,1034.561404,135.6140351,10,14,5
"680","AA",12,2016-10-15,919,0.40625,"board",8,"get",8,"bag",7,0.307692308,-0.576923077,-3.450980392,1049.096154,139.2941176,10,15,6
"681","AA",12,2016-10-16,920,0.365,"see",13,"please",12,"time",11,9.295081967,-0.06557377,4.37704918,1125.213115,146.3114754,10,16,7
"682","AA",12,2016-10-17,921,0.2512,"get",14,"airport",12,"want",8,5.606557377,-0.163934426,-1.327868852,1127.786885,145.7213115,10,17,1
"683","AA",12,2016-10-18,922,0.504504505,"please",13,"customer",7,"help",5,0.566666667,-0.5,-5.866666667,1023.716667,135.4333333,10,18,2
"684","AA",12,2016-10-19,923,0.520890411,"team",14,"please",11,"thanks",10,-2.218181818,-0.745454545,-7.962962963,1053.345455,138.5925926,10,19,3
"685","AA",12,2016-10-21,925,0.3375,"please",10,"take",7,"help",6,4.881355932,-0.237288136,2.186440678,1074.20339,141.8983051,10,21,5
"686","AA",12,2016-10-22,926,0.214144737,"please",15,"check",11,"bag",10,3.42,-0.34,-3.4,1068.12,138.84,10,22,6
"687","AA",12,2016-10-23,927,0.281818182,"thanks",10,"airport",8,"help",8,5.333333333,-0.2,-1.366666667,1080.883333,140.1666667,10,23,7
"688","AA",12,2016-10-24,928,0.207092199,"get",16,"sorry",10,"please",8,12.1,0.35,6.833333333,1120.9,146.1333333,10,24,1
"689","AA",12,2016-10-25,929,0.127884615,"today",8,"flights",6,"airport",3,5.254237288,-0.305084746,1.254237288,1089.966102,140.0508475,10,25,2
"690","AA",12,2016-10-26,930,0.435148515,"please",9,"thanks",8,"help",7,6.525423729,-0.084745763,2.050847458,1003.271186,132.779661,10,26,3
"691","AA",12,2016-10-27,931,0.442156863,"get",8,"thanks",8,"see",7,5.275862069,-0.24137931,3.5,980.8448276,132.0689655,10,27,4
"692","AA",12,2016-10-28,932,0.236785714,"ohare",18,"fire",14,"plane",12,3.655172414,-0.362068966,-0.534482759,1047.431034,137.2068966,10,28,5
"693","AA",12,2016-10-29,933,0.146067416,"service",2,"count",1,"excellent",1,3.867924528,-0.377358491,-3.132075472,1104.169811,143.8113208,10,29,6
"694","AA",12,2016-10-30,935,0.454296875,"thanks",12,"please",10,"today",9,5.016129032,-0.258064516,-1.161290323,1032.306452,136.6129032,10,30,7
"695","AA",12,2016-11-01,942,0.254074074,"appeal",1,"bags",1,"check",1,6.561403509,-0.245614035,-3.596491228,1101.912281,142.1052632,11,1,2
"696","AA",12,2016-11-02,953,0.315175097,"avgeek",1,"beautifully",1,"blue",1,-0.690909091,-0.563636364,-3.272727273,1013.527273,133.9454545,11,2,3
"697","AA",12,2016-11-03,963,0.5384,"list",10,"thanks",9,"great",8,6,-0.230769231,-0.076923077,1061.192308,136.9807692,11,3,4
"698","AA",12,2016-11-04,964,0.23111588,"great",2,"service",2,"advantage",1,6.280701754,-0.157894737,5.578947368,1089.508772,140.1578947,11,4,5
"699","AA",12,2016-11-05,965,0.104950495,"please",7,"bag",5,"delayed",5,8.705882353,-0.039215686,1.784313725,1033.176471,133.4509804,11,5,6
"700","AA",12,2016-11-06,966,0.328682171,"sorry",13,"always",11,"get",11,9.671641791,0.059701493,10.56060606,1098.776119,142.1666667,11,6,7
"701","AA",12,2016-11-07,967,0.377564103,"one",2,"always",1,"bell",1,6.58490566,-0.113207547,31.58490566,1054.320755,143.754717,11,7,1
"702","AA",12,2016-11-08,968,0.211439114,"please",20,"now",19,"thanks",17,-0.745454545,-0.654545455,-5.854545455,1072.836364,137.2181818,11,8,2
"703","AA",12,2016-11-09,969,0.384027778,"please",12,"well",10,"locator",8,-0.25,-0.589285714,-4.428571429,1095.803571,142.0714286,11,9,3
"704","AA",12,2016-11-11,944,0.323952096,"airplanes",1,"appears",1,"appreciate",1,13.69354839,0.387096774,7.048387097,1162.225806,146.483871,11,11,5
"705","AA",12,2016-11-12,945,0.371681416,"gate",15,"help",15,"please",15,6.679245283,-0.169811321,-6.396226415,1127.132075,142.3773585,11,12,6
"706","AA",12,2016-11-13,946,0.407281553,"just",10,"always",6,"check",6,0.796875,-0.4375,-6.375,1058.703125,134.953125,11,13,7
"707","AA",12,2016-11-14,947,0.378037383,"please",15,"sorry",9,"look",8,2.193548387,-0.419354839,-4.161290323,1035.33871,134.1774194,11,14,1
"708","AA",12,2016-11-15,948,0.3375,"please",9,"get",7,"appreciate",6,16,0.507936508,15.9047619,1066.031746,141.8571429,11,15,2
"709","AA",12,2016-11-16,949,0.411450382,"service",10,"check",9,"get",9,1.440677966,-0.491525424,-1.525423729,1062.338983,139.7627119,11,16,3
"710","AA",12,2016-11-17,950,0.26779661,"great",10,"get",9,"please",8,3.266666667,-0.333333333,1.683333333,1088.183333,143.8166667,11,17,4
"711","AA",12,2016-11-18,951,0.358823529,"time",8,"please",7,"get",6,3.878787879,-0.257575758,3.6,1070.19697,141.1692308,11,18,5
"712","AA",12,2016-11-19,952,0.421978022,"great",8,"bad",6,"forward",5,15.09803922,0.392156863,9.921568627,1141.705882,149.627451,11,19,6
"713","AA",12,2016-11-21,954,0.496330275,"board",1,"boarding",1,"charlotte",1,2.984126984,-0.380952381,-1.412698413,1038.793651,135.3809524,11,21,1
"714","AA",12,2016-11-22,955,0.189380531,"get",8,"always",7,"please",7,8.084745763,-0.220338983,2.13559322,1105.474576,141.1864407,11,22,2
"715","AA",12,2016-11-23,956,0.678,"fathomwaytogo",10,"henribendel",10,"loewsregency",10,0.844827586,-0.517241379,-3.637931034,984.3448276,129.6551724,11,23,3
"716","AA",12,2016-11-24,957,0.609444444,"happy",9,"please",9,"well",9,3.5,-0.444444444,-5.074074074,922.7037037,120.462963,11,24,4
"717","AA",12,2016-11-25,958,0.318032787,"youre",2,"appreciate",1,"day",1,-1.65,-0.7,-9.35,1056.216667,135.0333333,11,25,5
"718","AA",12,2016-11-26,959,0.104741379,"please",8,"check",7,"now",7,10.71929825,0.087719298,6.684210526,1092.578947,142.5964912,11,26,6
"719","AA",12,2016-11-27,960,0.090825688,"back",9,"sorry",9,"nyc",8,4.93220339,-0.220338983,1.86440678,1108.186441,140.2372881,11,27,7
"720","AA",12,2016-11-28,961,0.118421053,"sorry",24,"please",16,"today",15,30.77083333,1.4375,28.54166667,1029.583333,132.8958333,11,28,1
"721","AA",12,2016-11-29,962,0.119827586,"give",2,"assist",1,"back",1,1.339285714,-0.464285714,-4.035714286,996.125,128,11,29,2
"722","AA",12,2016-12-01,970,0.233881579,"claims",1,"danthall",1,"disappointment",1,-2.186440678,-0.644067797,-9.152542373,1056.694915,134.8474576,12,1,4
"723","AA",12,2016-12-02,973,0.490460526,"accommodations",1,"agent",1,"always",1,-0.968253968,-0.666666667,-5.968253968,1125.396825,142.5079365,12,2,5
"724","AA",12,2016-12-04,974,0.293684211,"aaronblau",1,"afternoon",1,"agents",1,6.651515152,-0.136363636,4.169230769,1091.787879,139.5538462,12,4,7
"725","AA",12,2016-12-08,975,0.193809524,"get",15,"now",15,"lga",14,3.310344828,-0.379310345,-2.534482759,1115.068966,139.7068966,12,8,4
"726","AA",12,2016-12-12,972,0.364893617,"get",14,"please",11,"today",10,4.265625,-0.296875,-1.6875,1127.453125,143.640625,12,12,1
"727","AA",12,2017-01-01,908,0.433193277,"card",1,"customer",1,"disappointed",1,10.6,0.14,1.96,1174.38,150.04,1,1,7
"728","AA",13,2016-01-01,1134,0.318529412,"aloha",1,"board",1,"danbock",1,6.759259259,-0.092592593,-7.259259259,1097.407407,138,1,1,5
"729","AA",13,2016-01-02,1137,0.303968254,"free",2,"air",1,"airplane",1,8.4,0.022222222,0.244444444,1273.244444,162.6666667,1,2,6
"730","AA",13,2016-01-04,1138,0.321005917,"always",2,"accurate",1,"airport",1,6.770833333,-0.020833333,-0.583333333,1105.270833,144.1666667,1,4,1
"731","AA",13,2016-01-07,1139,0.35307971,"please",32,"thanks",28,"well",26,17.4893617,0.510638298,11.36170213,1159.468085,147.9148936,1,7,4
"732","AA",13,2016-01-08,1140,0.235887097,"get",20,"delayed",19,"please",16,10.85106383,0.191489362,5.680851064,1143.297872,145.0425532,1,8,5
"733","AA",13,2016-01-12,1136,0.181764706,"sorry",8,"please",7,"thanks",6,3.543478261,-0.347826087,-2.933333333,1109.043478,141.2222222,1,12,2
"734","AA",13,2016-02-01,1203,0.292213115,"youre",2,"american",1,"bfi",1,1.452380952,-0.5,-7.19047619,1108.309524,145.7619048,2,1,1
"735","AA",13,2016-02-02,1206,0.541452991,"terrible",2,"awesome",1,"beautiful",1,3.333333333,-0.3125,-4.270833333,1129.8125,144.75,2,2,2
"736","AA",13,2016-02-04,1207,0.298636364,"bieber",1,"delay",1,"fix",1,5.813953488,-0.162790698,1.302325581,1115.72093,143.3023256,2,4,4
"737","AA",13,2016-02-07,1208,0.273699422,"please",13,"just",10,"like",10,-1.744680851,-0.638297872,-10.14893617,1091.276596,141.6170213,2,7,7
"738","AA",13,2016-02-08,1209,0.213551402,"also",1,"always",1,"assistance",1,12.93617021,0.340425532,12.40425532,1043.255319,138.1914894,2,8,1
"739","AA",13,2016-02-12,1205,0.438834951,"want",13,"get",10,"please",10,6.227272727,-0.159090909,0.363636364,1166.681818,151.7045455,2,12,5
"740","AA",13,2016-03-01,1210,0.255662983,"aeairlines",29,"sorry",27,"back",24,11.90243902,0.170731707,11.36585366,1077.756098,140.2682927,3,1,2
"741","AA",13,2016-03-02,1221,0.225630252,"sorry",22,"well",21,"just",17,1.622222222,-0.466666667,-2.022222222,1116.555556,146.1333333,3,2,3
"742","AA",13,2016-03-03,1231,0.400847458,"offer",2,"attendant",1,"bitlyaabundles",1,10.68888889,0.111111111,9.088888889,1145.622222,147.3333333,3,3,4
"743","AA",13,2016-03-04,1233,0.255017606,"every",3,"beyond",1,"carry",1,1.065217391,-0.5,-3.02173913,1035.826087,133.4130435,3,4,5
"744","AA",13,2016-03-05,1234,0.3912,"please",2,"acp",1,"airport",1,5.8125,-0.1875,-1.333333333,1112.458333,142.25,3,5,6
"745","AA",13,2016-03-06,1235,0.386458333,"avgeek",1,"fans",1,"flowerscobras",1,4.688888889,-0.333333333,0.4,1075.733333,142,3,6,7
"746","AA",13,2016-03-07,1236,0.385978836,"please",25,"well",12,"see",11,13.27906977,0.279069767,14.62790698,1188.325581,155.3255814,3,7,1
"747","AA",13,2016-03-08,1237,0.305035971,"greta",53,"please",26,"get",25,67.42,3.8,68.6,1139.42,151,3,8,2
"748","AA",13,2016-03-09,1238,0.3284,"aairlinessucks",1,"allisonandmoon",1,"care",1,25.17021277,1.14893617,30.38297872,1142.340426,151.2340426,3,9,3
"749","AA",13,2016-03-11,1212,0.371376812,"please",14,"get",12,"like",11,17.18,0.64,17.06,1111.42,147.78,3,11,5
"750","AA",13,2016-03-12,1213,0.39212963,"avgeek",1,"cool",1,"francisco",1,5.142857143,-0.380952381,2.380952381,1139.761905,148.4761905,3,12,6
"751","AA",13,2016-03-13,1214,0.35,"apathy",1,"attitudes",1,"bradisraad",1,5.62745098,-0.176470588,2.431372549,1156.431373,151.0784314,3,13,7
"752","AA",13,2016-03-14,1215,0.298595506,"airport",1,"brasil",1,"car",1,15.93877551,0.367346939,15.48979592,1155.183673,152.2244898,3,14,1
"753","AA",13,2016-03-15,1216,0.399673203,"based",1,"champagne",1,"customer",1,2.790697674,-0.488372093,-3.76744186,1177.232558,150.7906977,3,15,2
"754","AA",13,2016-03-16,1217,0.288311688,"well",2,"aairlinessucks",1,"also",1,3.340909091,-0.431818182,-0.295454545,1242.181818,157,3,16,3
"755","AA",13,2016-03-17,1218,0.234765625,"apologi",1,"blessing",1,"dca",1,18.9245283,0.735849057,16.03773585,1069.188679,139.2830189,3,17,4
"756","AA",13,2016-03-18,1219,0.423595506,"aadvantagestatusworthless",1,"connorcrown",1,"early",1,4.142857143,-0.306122449,-0.897959184,1187.428571,151.8367347,3,18,5
"757","AA",13,2016-03-19,1220,0.275139665,"sorry",18,"team",18,"please",16,8.211538462,-0.038461538,4.807692308,1251.384615,161.1538462,3,19,6
"758","AA",13,2016-03-21,1222,0.498502994,"want",2,"always",1,"bozzobear",1,7.088888889,-0.177777778,4.022222222,1097.044444,144.4666667,3,21,1
"759","AA",13,2016-03-22,1223,0.290333333,"allow",1,"also",1,"canned",1,2.195652174,-0.434782609,-2.782608696,1190.065217,156.4782609,3,22,2
"760","AA",13,2016-03-23,1224,0.336821705,"thanks",2,"admiralslounge",1,"arent",1,6.127659574,-0.106382979,2.872340426,1119.638298,144.9148936,3,23,3
"761","AA",13,2016-03-24,1225,0.491034483,"apologies",1,"cancellation",1,"cyndilembo",1,10.69565217,0.195652174,9.955555556,1144.76087,153.1333333,3,24,4
"762","AA",13,2016-03-25,1226,0.287864078,"call",1,"charlotte",1,"especially",1,12.44897959,0.12244898,10.72916667,1205.55102,156.9791667,3,25,5
"763","AA",13,2016-03-26,1227,0.166463415,"biting",1,"clearly",1,"counter",1,7.234042553,-0.127659574,0.170212766,1214.212766,157.7446809,3,26,6
"764","AA",13,2016-03-27,1228,0.234435798,"activist",2,"already",1,"customers",1,1.934782609,-0.47826087,0.586956522,1140.76087,146.8043478,3,27,7
"765","AA",13,2016-03-28,1229,0.326023392,"sorry",21,"please",19,"caseyneistat",16,2.056603774,-0.433962264,0.377358491,1175.622642,150.754717,3,28,1
"766","AA",13,2016-03-29,1230,0.30862069,"sorry",11,"customer",9,"like",9,1.916666667,-0.479166667,0.583333333,1173.020833,155.6458333,3,29,2
"767","AA",13,2016-03-30,1232,0.185628743,"atus",1,"beauties",1,"championshockeyleague",1,6.893617021,-0.340425532,11.04255319,1205.638298,159.3617021,3,30,3
"768","AA",13,2016-04-01,1239,0.279761905,"delay",2,"across",1,"apparently",1,8.260869565,0.043478261,4.804347826,1176.608696,148.1521739,4,1,5
"769","AA",13,2016-04-02,1242,0.354104478,"d„as",1,"dca",1,"delayed",1,16.81818182,0.568181818,15.63636364,1151.75,146.2272727,4,2,6
"770","AA",13,2016-04-04,1243,0.21347032,"davidpechon",2,"allowed",1,"book",1,11.8627451,0.235294118,7.882352941,1141.215686,145.4117647,4,4,1
"771","AA",13,2016-04-07,1244,0.549065421,"customer",10,"get",9,"service",9,4.319148936,-0.276595745,4.489361702,1145.659574,143.5531915,4,7,4
"772","AA",13,2016-04-08,1245,0.371759259,"well",21,"customer",16,"service",16,11.5,0.195652174,7.673913043,1160.456522,149.0434783,4,8,5
"773","AA",13,2016-04-12,1241,0.277906977,"time",11,"now",10,"well",9,-1.943396226,-0.754716981,-8.924528302,1094.981132,141.3018868,4,12,2
"774","AA",13,2016-05-01,1246,0.215384615,"anything",1,"board",1,"bought",1,18.37037037,0.407407407,17.11111111,1203.388889,153.2777778,5,1,7
"775","AA",13,2016-05-02,1255,0.33694517,"okstate",2,"americ",1,"connecting",1,8.037037037,-0.055555556,4.203703704,1181.203704,150.1851852,5,2,1
"776","AA",13,2016-05-03,1265,0.325524476,"please",10,"team",10,"thanks",10,3.631578947,-0.333333333,0,1184.877193,150.8596491,5,3,2
"777","AA",13,2016-05-04,1267,0.825723718,"miles",154,"aadvantage",151,"thanks",110,-0.847826087,-0.630434783,-3.844444444,1089.717391,143.2444444,5,4,3
"778","AA",13,2016-05-05,1268,0.74622824,"aadvantage",2,"bitlyumajmk",2,"claim",2,6.243243243,-0.081081081,4.378378378,1254.135135,164.8378378,5,5,4
"779","AA",13,2016-05-06,1269,0.542666667,"miles",104,"aadvantage",103,"thanks",79,6.815789474,-0.078947368,5.078947368,1207.315789,159.3684211,5,6,5
"780","AA",13,2016-05-07,1270,0.357455013,"miles",56,"aadvantage",55,"thanks",53,11.89473684,0.236842105,2.763157895,1348.631579,171.5263158,5,7,6
"781","AA",13,2016-05-08,1271,0.560058737,"aadvantage",83,"miles",81,"thanks",69,4.8,-0.233333333,-1.233333333,1339.9,169.3,5,8,7
"782","AA",13,2016-05-09,1272,0.569811321,"like",2,"please",2,"see",2,14.625,0.40625,9.65625,1365.28125,178.34375,5,9,1
"783","AA",13,2016-05-12,1248,0.523966942,"happy",9,"now",9,"please",9,11.61111111,0.222222222,14.47222222,1221.138889,159,5,12,4
"784","AA",13,2016-05-14,1249,0.346341463,"miles",25,"thanks",23,"aadvantage",21,11,0.129032258,-2.161290323,1203.193548,153.0645161,5,14,6
"785","AA",13,2016-05-15,1250,0.599224806,"aadvantage",22,"miles",19,"thanks",18,9.485714286,0.171428571,-1.314285714,1251.171429,159.2,5,15,7
"786","AA",13,2016-05-16,1251,0.491336634,"thanks",30,"miles",29,"aadvantage",28,6.857142857,-0.085714286,-0.8,1213.085714,155.2285714,5,16,1
"787","AA",13,2016-05-17,1252,0.484974093,"thanks",31,"aadvantage",20,"miles",20,6.972972973,-0.135135135,0.054054054,1245.378378,161.0540541,5,17,2
"788","AA",13,2016-05-18,1253,0.25971223,"miles",17,"aadvantage",15,"thanks",12,4.702702703,-0.189189189,-1.027027027,1284.432432,163.0810811,5,18,3
"789","AA",13,2016-05-19,1254,0.521022727,"aadvantage",24,"miles",24,"thanks",19,9.114285714,0.028571429,2.2,1319.457143,167.8571429,5,19,4
"790","AA",13,2016-05-21,1256,0.368421053,"aadvantage",21,"miles",21,"thanks",21,13.25714286,0.342857143,6.571428571,1174.285714,153.7428571,5,21,6
"791","AA",13,2016-05-22,1257,0.31928934,"thanks",23,"please",19,"sorry",17,1.75,-0.444444444,-2.138888889,1314.722222,169.75,5,22,7
"792","AA",13,2016-05-23,1258,0.534090909,"miles",92,"aadvantage",90,"thanks",70,25.14285714,1.119047619,25.26190476,1210.428571,160.8333333,5,23,1
"793","AA",13,2016-05-24,1259,0.403954802,"miles",37,"aadvantage",35,"thanks",30,6.948717949,-0.051282051,8.948717949,1286.538462,170.9487179,5,24,2
"794","AA",13,2016-05-25,1260,0.550320513,"aadvantage",38,"miles",37,"thanks",29,10,0.151515152,6.625,1390.636364,179.40625,5,25,3
"795","AA",13,2016-05-26,1261,0.271204188,"delay",2,"long",2,"assist",1,40.57575758,0.727272727,60.6969697,1378.030303,183.2121212,5,26,4
"796","AA",13,2016-05-27,1262,0.289163498,"thanks",48,"miles",35,"aadvantage",33,37.375,1.833333333,40.64583333,1168.395833,155.3333333,5,27,5
"797","AA",13,2016-05-28,1263,0.162012987,"aadvantage",1,"available",1,"bitlyumajmk",1,16.30555556,0.583333333,4.888888889,1487.527778,187.9444444,5,28,6
"798","AA",13,2016-05-29,1264,0.307961783,"aadvantage",18,"like",17,"thanks",17,1.363636364,-0.454545455,-4.878787879,1297.909091,169.2424242,5,29,7
"799","AA",13,2016-05-30,1266,0.389090909,"aadvantage",18,"miles",18,"thanks",16,8.891891892,0.027027027,6,1250.918919,163.7837838,5,30,1
"800","AA",13,2016-06-01,1273,0.314790997,"please",2,"potato",2,"soup",2,14.47619048,0.404761905,11.28571429,1342.238095,173.6428571,6,1,3
"801","AA",13,2016-06-02,1284,0.251492537,"truekofi",2,"airport",1,"bummeri",1,33.80645161,1.225806452,37.86666667,1355.645161,178,6,2,4
"802","AA",13,2016-06-03,1294,0.238403042,"please",21,"time",16,"well",15,17.42222222,0.622222222,14.2,1078.2,141.0888889,6,3,5
"803","AA",13,2016-06-04,1295,0.308609272,"anytime",1,"concerning",1,"dms",1,22.525,0.95,24.875,1119.25,148.125,6,4,6
"804","AA",13,2016-06-05,1296,0.297354497,"please",23,"see",15,"thanks",15,20.13157895,0.842105263,20.15789474,1183.078947,153.1315789,6,5,7
"805","AA",13,2016-06-06,1297,0.402866242,"thanks",20,"aadvantage",14,"please",13,10.67567568,0.108108108,3.918918919,1121.081081,144.8378378,6,6,1
